Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9GZZ1	reviewed	NAA50_HUMAN	N-alpha-acetyltransferase 50 (hNaa50p) (EC 2.3.1.258) (N-acetyltransferase 13) (N-acetyltransferase 5) (hNAT5) (N-acetyltransferase san homolog) (hSAN) (N-epsilon-acetyltransferase 50) (EC 2.3.1.-) (NatE catalytic subunit)	NAA50 MAK3 NAT13 NAT5	Homo sapiens (Human)	169
Q9GZZ9	reviewed	UBA5_HUMAN	Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) (ThiFP1) (UFM1-activating enzyme) (Ubiquitin-activating enzyme E1 domain-containing protein 1)	UBA5 UBE1DC1	Homo sapiens (Human)	404
Q9H008	reviewed	LHPP_HUMAN	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase (hLHPP) (EC 3.1.3.-) (EC 3.6.1.1)	LHPP	Homo sapiens (Human)	270
Q9H040	reviewed	SPRTN_HUMAN	DNA-dependent metalloprotease SPRTN (EC 3.4.24.-) (DNA damage protein targeting VCP) (DVC1) (Protein with SprT-like domain at the N terminus) (Spartan)	SPRTN C1orf124 DVC1 UNQ1880/PRO4323	Homo sapiens (Human)	489
Q9H063	reviewed	MAF1_HUMAN	Repressor of RNA polymerase III transcription MAF1 homolog	MAF1	Homo sapiens (Human)	256
Q9H069	reviewed	DRC3_HUMAN	Dynein regulatory complex subunit 3 (Leucine-rich repeat-containing protein 48)	DRC3 LRRC48	Homo sapiens (Human)	523
Q9H074	reviewed	PAIP1_HUMAN	Polyadenylate-binding protein-interacting protein 1 (PABP-interacting protein 1) (PAIP-1) (Poly(A)-binding protein-interacting protein 1)	PAIP1	Homo sapiens (Human)	479
Q9H078	reviewed	CLPB_HUMAN	Mitochondrial disaggregase (EC 3.6.1.-) (Suppressor of potassium transport defect 3) [Cleaved into: Mitochondrial disaggregase, cleaved form]	CLPB SKD3	Homo sapiens (Human)	707
Q9H081	reviewed	MIS12_HUMAN	Protein MIS12 homolog	MIS12	Homo sapiens (Human)	205
Q9H082	reviewed	RB33B_HUMAN	Ras-related protein Rab-33B	RAB33B	Homo sapiens (Human)	229
Q9H089	reviewed	LSG1_HUMAN	Large subunit GTPase 1 homolog (hLsg1) (EC 3.6.1.-)	LSG1	Homo sapiens (Human)	658
Q9H095	reviewed	DRC9_HUMAN	Dynein regulatory complex protein 9 (IQ domain-containing protein G)	IQCG DRC9	Homo sapiens (Human)	443
Q9H0A0	reviewed	NAT10_HUMAN	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10) (N-acetyltransferase-like protein) (hALP)	NAT10 ALP KIAA1709	Homo sapiens (Human)	1025
Q9H0A8	reviewed	COMD4_HUMAN	COMM domain-containing protein 4	COMMD4	Homo sapiens (Human)	199
Q9H0B6	reviewed	KLC2_HUMAN	Kinesin light chain 2 (KLC 2)	KLC2	Homo sapiens (Human)	622
Q9H0C1	reviewed	ZMY12_HUMAN	Zinc finger MYND domain-containing protein 12	ZMYND12	Homo sapiens (Human)	365
Q9H0E2	reviewed	TOLIP_HUMAN	Toll-interacting protein	TOLLIP	Homo sapiens (Human)	274
Q9H0F5	reviewed	RNF38_HUMAN	E3 ubiquitin-protein ligase RNF38 (EC 2.3.2.27) (RING finger protein 38) (RING-type E3 ubiquitin transferase RNF38)	RNF38	Homo sapiens (Human)	515
Q9H0F6	reviewed	SHRPN_HUMAN	Sharpin (Shank-associated RH domain-interacting protein) (Shank-interacting protein-like 1) (hSIPL1)	SHARPIN SIPL1 PSEC0216	Homo sapiens (Human)	387
Q9H0F7	reviewed	ARL6_HUMAN	ADP-ribosylation factor-like protein 6 (Bardet-Biedl syndrome 3 protein)	ARL6 BBS3	Homo sapiens (Human)	186
Q9H0H0	reviewed	INT2_HUMAN	Integrator complex subunit 2 (Int2)	INTS2 KIAA1287	Homo sapiens (Human)	1204
Q9H0H5	reviewed	RGAP1_HUMAN	Rac GTPase-activating protein 1 (Male germ cell RacGap) (MgcRacGAP) (Protein CYK4 homolog) (CYK4) (HsCYK-4)	RACGAP1 KIAA1478 MGCRACGAP	Homo sapiens (Human)	632
Q9H0I3	reviewed	CF263_HUMAN	Cilia- and flagella-associated protein 263	CFAP263 CCDC113 HSPC065	Homo sapiens (Human)	377
Q9H0J9	reviewed	PAR12_HUMAN	Protein mono-ADP-ribosyltransferase PARP12 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 12) (ARTD12) (Poly [ADP-ribose] polymerase 12) (PARP-12) (Zinc finger CCCH domain-containing protein 1)	PARP12 ZC3HDC1	Homo sapiens (Human)	701
Q9H0M0	reviewed	WWP1_HUMAN	NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (Atrophin-1-interacting protein 5) (AIP5) (HECT-type E3 ubiquitin transferase WWP1) (TGIF-interacting ubiquitin ligase 1) (Tiul1) (WW domain-containing protein 1)	WWP1	Homo sapiens (Human)	922
Q9H0M4	reviewed	ZCPW1_HUMAN	Zinc finger CW-type PWWP domain protein 1	ZCWPW1	Homo sapiens (Human)	648
Q9H0N5	reviewed	PHS2_HUMAN	Pterin-4-alpha-carbinolamine dehydratase 2 (PHS 2) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase 2) (DcoH-like protein DCoHm) (Dimerization cofactor of hepatocyte nuclear factor 1 from muscle) (HNF-1-alpha dimerization cofactor)	PCBD2 DCOH2 DCOHM	Homo sapiens (Human)	130
Q9H0P0	reviewed	5NT3A_HUMAN	Cytosolic 5'-nucleotidase 3A (EC 3.1.3.5) (7-methylguanosine phosphate-specific 5'-nucleotidase) (7-methylguanosine nucleotidase) (EC 3.1.3.91) (Cytosolic 5'-nucleotidase 3) (Cytosolic 5'-nucleotidase III) (cN-III) (Pyrimidine 5'-nucleotidase 1) (P5'N-1) (P5N-1) (PN-I) (Uridine 5'-monophosphate hydrolase 1) (p36)	NT5C3A NT5C3 P5N1 UMPH1 HSPC233	Homo sapiens (Human)	336
Q9H0Q3	reviewed	FXYD6_HUMAN	FXYD domain-containing ion transport regulator 6 (Phosphohippolin)	FXYD6 UNQ521/PRO1056	Homo sapiens (Human)	95
Q9H0R8	reviewed	GBRL1_HUMAN	Gamma-aminobutyric acid receptor-associated protein-like 1 (Early estrogen-regulated protein) (GABA(A) receptor-associated protein-like 1) (Glandular epithelial cell protein 1) (GEC-1)	GABARAPL1 GEC1	Homo sapiens (Human)	117
Q9H0S4	reviewed	DDX47_HUMAN	Probable ATP-dependent RNA helicase DDX47 (EC 3.6.4.13) (DEAD box protein 47)	DDX47	Homo sapiens (Human)	455
Q9H0U3	reviewed	MAGT1_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit MAGT1 (Oligosaccharyl transferase subunit MAGT1) (Implantation-associated protein) (IAP) (Magnesium transporter protein 1) (MagT1)	MAGT1 IAG2 PSEC0084 UNQ628/PRO1244	Homo sapiens (Human)	335
Q9H0U4	reviewed	RAB1B_HUMAN	Ras-related protein Rab-1B (EC 3.6.5.2)	RAB1B	Homo sapiens (Human)	201
Q9H0U6	reviewed	RM18_HUMAN	Large ribosomal subunit protein uL18m (39S ribosomal protein L18, mitochondrial) (L18mt) (MRP-L18)	MRPL18 HSPC071	Homo sapiens (Human)	180
Q9H0W5	reviewed	CCDC8_HUMAN	Coiled-coil domain-containing protein 8	CCDC8	Homo sapiens (Human)	538
Q9H0W8	reviewed	SMG9_HUMAN	Nonsense-mediated mRNA decay factor SMG9	SMG9 C19orf61	Homo sapiens (Human)	520
Q9H0W9	reviewed	CK054_HUMAN	Ester hydrolase C11orf54 (EC 3.1.-.-)	C11orf54 LP4947 PTD012	Homo sapiens (Human)	315
Q9H0Z9	reviewed	RBM38_HUMAN	RNA-binding protein 38 (CLL-associated antigen KW-5) (HSRNASEB) (RNA-binding motif protein 38) (RNA-binding region-containing protein 1) (ssDNA-binding protein SEB4)	RBM38 RNPC1 SEB4	Homo sapiens (Human)	239
Q9H147	reviewed	TDIF1_HUMAN	Deoxynucleotidyltransferase terminal-interacting protein 1 (Terminal deoxynucleotidyltransferase-interacting factor 1) (TdIF1) (TdT-interacting factor 1)	DNTTIP1 C20orf167 TDIF1	Homo sapiens (Human)	329
Q9H161	reviewed	ALX4_HUMAN	Homeobox protein aristaless-like 4	ALX4 KIAA1788	Homo sapiens (Human)	411
Q9H165	reviewed	BC11A_HUMAN	B-cell lymphoma/leukemia 11A (BCL-11A) (B-cell CLL/lymphoma 11A) (COUP-TF-interacting protein 1) (Ecotropic viral integration site 9 protein homolog) (EVI-9) (Zinc finger protein 856)	BCL11A CTIP1 EVI9 KIAA1809 ZNF856	Homo sapiens (Human)	835
Q9H169	reviewed	STMN4_HUMAN	Stathmin-4 (Stathmin-like protein B3) (RB3)	STMN4	Homo sapiens (Human)	189
Q9H171	reviewed	ZBP1_HUMAN	Z-DNA-binding protein 1 (DNA-dependent activator of IFN-regulatory factors) (DAI) (Tumor stroma and activated macrophage protein DLM-1)	ZBP1 C20orf183 DLM1	Homo sapiens (Human)	429
Q9H173	reviewed	SIL1_HUMAN	Nucleotide exchange factor SIL1 (BiP-associated protein) (BAP)	SIL1 UNQ545/PRO836	Homo sapiens (Human)	461
Q9H1A3	reviewed	METL9_HUMAN	Protein-L-histidine N-pros-methyltransferase (EC 2.1.1.-) (DORA reverse strand protein) (DREV) (DREV1) (Methyltransferase-like protein 9) (hMETTL9)	METTL9 DREV CGI-81	Homo sapiens (Human)	318
Q9H1A4	reviewed	APC1_HUMAN	Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein)	ANAPC1 TSG24	Homo sapiens (Human)	1944
Q9H1B7	reviewed	I2BPL_HUMAN	Probable E3 ubiquitin-protein ligase IRF2BPL (EC 2.3.2.27) (Enhanced at puberty protein 1) (Interferon regulatory factor 2-binding protein-like)	IRF2BPL C14orf4 EAP1 KIAA1865 My039	Homo sapiens (Human)	796
Q9H1C4	reviewed	UN93B_HUMAN	Protein unc-93 homolog B1 (Unc-93B1) (hUNC93B1)	UNC93B1 UNC93 UNC93B	Homo sapiens (Human)	597
Q9H1D0	reviewed	TRPV6_HUMAN	Transient receptor potential cation channel subfamily V member 6 (TrpV6) (CaT-like) (CaT-L) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2)	TRPV6 ECAC2	Homo sapiens (Human)	765
Q9H1D9	reviewed	RPC6_HUMAN	DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6) (DNA-directed RNA polymerase III subunit F) (RNA polymerase III 39 kDa subunit) (RPC39)	POLR3F	Homo sapiens (Human)	316
Q9H1E1	reviewed	RNAS7_HUMAN	Ribonuclease 7 (RNase 7) (EC 3.1.27.-) (Skin-derived antimicrobial protein 2) (SAP-2)	RNASE7 UNQ2516/PRO6006	Homo sapiens (Human)	156
Q9H1I8	reviewed	ASCC2_HUMAN	Activating signal cointegrator 1 complex subunit 2 (ASC-1 complex subunit p100) (Trip4 complex subunit p100)	ASCC2 ASC1P100 RQT3	Homo sapiens (Human)	757
Q9H1J1	reviewed	REN3A_HUMAN	Regulator of nonsense transcripts 3A (Nonsense mRNA reducing factor 3A) (Up-frameshift suppressor 3 homolog A) (hUpf3)	UPF3A RENT3A UPF3	Homo sapiens (Human)	476
Q9H1J5	reviewed	WNT8A_HUMAN	Protein Wnt-8a (Protein Wnt-8d)	WNT8A WNT8D	Homo sapiens (Human)	351
Q9H1K0	reviewed	RBNS5_HUMAN	Rabenosyn-5 (110 kDa protein) (FYVE finger-containing Rab5 effector protein rabenosyn-5) (RAB effector RBSN) (Zinc finger FYVE domain-containing protein 20)	RBSN ZFYVE20	Homo sapiens (Human)	784
Q9H1K1	reviewed	ISCU_HUMAN	Iron-sulfur cluster assembly enzyme ISCU (NifU-like N-terminal domain-containing protein) (NifU-like protein)	ISCU NIFUN	Homo sapiens (Human)	167
Q9H1P3	reviewed	OSBL2_HUMAN	Oxysterol-binding protein-related protein 2 (ORP-2) (OSBP-related protein 2)	OSBPL2 KIAA0772 ORP2	Homo sapiens (Human)	480
Q9H1R2	reviewed	DUS15_HUMAN	Dual specificity protein phosphatase 15 (EC 3.1.3.16) (EC 3.1.3.48) (VH1-related member Y) (Vaccinia virus VH1-related dual-specific protein phosphatase Y)	DUSP15 C20orf57 VHY	Homo sapiens (Human)	295
Q9H1R3	reviewed	MYLK2_HUMAN	Myosin light chain kinase 2, skeletal/cardiac muscle (MLCK2) (EC 2.7.11.18)	MYLK2	Homo sapiens (Human)	596
Q9H1X1	reviewed	RSPH9_HUMAN	Radial spoke head protein 9 homolog	RSPH9 C6orf206 MRPS18AL1	Homo sapiens (Human)	276
Q9H1Y0	reviewed	ATG5_HUMAN	Autophagy protein 5 (APG5-like) (Apoptosis-specific protein)	ATG5 APG5L ASP	Homo sapiens (Human)	275
Q9H204	reviewed	MED28_HUMAN	Mediator of RNA polymerase II transcription subunit 28 (Endothelial-derived protein 1) (Mediator complex subunit 28) (Merlin and Grb2-interacting cytoskeletal protein) (Magicin) (Tumor angiogenesis marker EG-1)	MED28 EG1 FKSG20	Homo sapiens (Human)	178
Q9H211	reviewed	CDT1_HUMAN	DNA replication factor Cdt1 (Double parked homolog) (DUP)	CDT1	Homo sapiens (Human)	546
Q9H221	reviewed	ABCG8_HUMAN	ATP-binding cassette sub-family G member 8 (EC 7.6.2.-) (Sterolin-2)	ABCG8	Homo sapiens (Human)	673
Q9H222	reviewed	ABCG5_HUMAN	ATP-binding cassette sub-family G member 5 (EC 7.6.2.-) (Sterolin-1)	ABCG5	Homo sapiens (Human)	651
Q9H227	reviewed	GBA3_HUMAN	Cytosolic beta-glucosidase (EC 3.2.1.21) (Cytosolic beta-glucosidase-like protein 1) (Cytosolic galactosylceramidase) (EC 3.2.1.46) (Cytosolic glucosylceramidase) (EC 3.2.1.45) (Cytosolic glycosylceramidase) (Cytosolic GCase) (Glucosidase beta acid 3) (Glucosylceramidase beta 3) (Klotho-related protein) (KLrP)	GBA3 CBG CBGL1	Homo sapiens (Human)	469
Q9H228	reviewed	S1PR5_HUMAN	Sphingosine 1-phosphate receptor 5 (S1P receptor 5) (S1P5) (Endothelial differentiation G-protein-coupled receptor 8) (Sphingosine 1-phosphate receptor Edg-8) (S1P receptor Edg-8)	S1PR5 EDG8	Homo sapiens (Human)	398
Q9H237	reviewed	PORCN_HUMAN	Protein-serine O-palmitoleoyltransferase porcupine (EC 2.3.1.250) (Protein MG61)	PORCN MG61 PORC PPN	Homo sapiens (Human)	461
Q9H244	reviewed	P2Y12_HUMAN	P2Y purinoceptor 12 (P2Y12) (ADP-glucose receptor) (ADPG-R) (P2T(AC)) (P2Y(AC)) (P2Y(cyc)) (P2Y12 platelet ADP receptor) (P2Y(ADP)) (SP1999)	P2RY12 HORK3	Homo sapiens (Human)	342
Q9H251	reviewed	CAD23_HUMAN	Cadherin-23 (Otocadherin)	CDH23 KIAA1774 KIAA1812 UNQ1894/PRO4340	Homo sapiens (Human)	3354
Q9H255	reviewed	O51E2_HUMAN	Olfactory receptor 51E2 (HPRAJ) (Olfactory receptor OR11-16) (Prostate-specific G-protein coupled receptor)	OR51E2 PSGR	Homo sapiens (Human)	320
Q9H257	reviewed	CARD9_HUMAN	Caspase recruitment domain-containing protein 9 (hCARD9)	CARD9	Homo sapiens (Human)	536
Q9H269	reviewed	VPS16_HUMAN	Vacuolar protein sorting-associated protein 16 homolog (hVPS16)	VPS16	Homo sapiens (Human)	839
Q9H293	reviewed	IL25_HUMAN	Interleukin-25 (IL-25) (Interleukin-17E) (IL-17E)	IL25 IL17E UNQ3120/PRO10272	Homo sapiens (Human)	177
Q9H299	reviewed	SH3L3_HUMAN	SH3 domain-binding glutamic acid-rich-like protein 3 (SH3 domain-binding protein 1) (SH3BP-1) (TNF inhibitory protein B1) (TIP-B1)	SH3BGRL3 P1725	Homo sapiens (Human)	93
Q9H2B2	reviewed	SYT4_HUMAN	Synaptotagmin-4 (Synaptotagmin IV) (SytIV)	SYT4 KIAA1342	Homo sapiens (Human)	425
Q9H2C0	reviewed	GAN_HUMAN	Gigaxonin (Kelch-like protein 16)	GAN GAN1 KLHL16	Homo sapiens (Human)	597
Q9H2E6	reviewed	SEM6A_HUMAN	Semaphorin-6A (Semaphorin VIA) (Sema VIA) (Semaphorin-6A-1) (SEMA6A-1)	SEMA6A KIAA1368 SEMAQ	Homo sapiens (Human)	1030
Q9H2F5	reviewed	EPC1_HUMAN	Enhancer of polycomb homolog 1	EPC1	Homo sapiens (Human)	836
Q9H2G2	reviewed	SLK_HUMAN	STE20-like serine/threonine-protein kinase (STE20-like kinase) (hSLK) (EC 2.7.11.1) (CTCL tumor antigen se20-9) (STE20-related serine/threonine-protein kinase) (STE20-related kinase) (Serine/threonine-protein kinase 2)	SLK KIAA0204 STK2	Homo sapiens (Human)	1235
Q9H2H0	reviewed	CXXC4_HUMAN	CXXC-type zinc finger protein 4 (Inhibition of the Dvl and axin complex protein)	CXXC4 IDAX	Homo sapiens (Human)	198
Q9H2H8	reviewed	PPIL3_HUMAN	Peptidyl-prolyl cis-trans isomerase-like 3 (PPIase) (EC 5.2.1.8) (Cyclophilin J) (CyPJ) (Cyclophilin-like protein PPIL3) (Rotamase PPIL3)	PPIL3	Homo sapiens (Human)	161
Q9H2J4	reviewed	PDCL3_HUMAN	Phosducin-like protein 3 (HTPHLP) (PhPL3) (Viral IAP-associated factor 1) (VIAF-1)	PDCL3 PhLP2A VIAF1	Homo sapiens (Human)	239
Q9H2K0	reviewed	IF3M_HUMAN	Translation initiation factor IF-3, mitochondrial (IF-3(Mt)) (IF-3Mt) (IF3(mt)) (IF3mt)	MTIF3 DC38	Homo sapiens (Human)	278
Q9H2K2	reviewed	TNKS2_HUMAN	Poly [ADP-ribose] polymerase tankyrase-2 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 6) (ARTD6) (Poly [ADP-ribose] polymerase 5B) (Protein poly-ADP-ribosyltransferase tankyrase-2) (EC 2.4.2.-) (TNKS-2) (TRF1-interacting ankyrin-related ADP-ribose polymerase 2) (Tankyrase II) (Tankyrase-2) (TANK2) (Tankyrase-like protein) (Tankyrase-related protein)	TNKS2 PARP5B TANK2 TNKL	Homo sapiens (Human)	1166
Q9H2K8	reviewed	TAOK3_HUMAN	Serine/threonine-protein kinase TAO3 (EC 2.7.11.1) (Cutaneous T-cell lymphoma-associated antigen HD-CL-09) (CTCL-associated antigen HD-CL-09) (Dendritic cell-derived protein kinase) (JNK/SAPK-inhibitory kinase) (Jun kinase-inhibitory kinase) (Kinase from chicken homolog A) (hKFC-A) (Thousand and one amino acid protein 3)	TAOK3 DPK JIK KDS MAP3K18	Homo sapiens (Human)	898
Q9H2S1	reviewed	KCNN2_HUMAN	Small conductance calcium-activated potassium channel protein 2 (SK2) (SKCa 2) (SKCa2) (KCa2.2)	KCNN2	Homo sapiens (Human)	579
Q9H2S9	reviewed	IKZF4_HUMAN	Zinc finger protein Eos (Ikaros family zinc finger protein 4)	IKZF4 KIAA1782 ZNFN1A4	Homo sapiens (Human)	585
Q9H2U1	reviewed	DHX36_HUMAN	ATP-dependent DNA/RNA helicase DHX36 (EC 3.6.4.12) (EC 3.6.4.13) (DEAD/H box polypeptide 36) (DEAH-box protein 36) (G4-resolvase-1) (G4R1) (MLE-like protein 1) (RNA helicase associated with AU-rich element protein)	DHX36 DDX36 KIAA1488 MLEL1 RHAU	Homo sapiens (Human)	1008
Q9H2X3	reviewed	CLC4M_HUMAN	C-type lectin domain family 4 member M (CD209 antigen-like protein 1) (DC-SIGN-related protein) (DC-SIGNR) (Dendritic cell-specific ICAM-3-grabbing non-integrin 2) (DC-SIGN2) (Liver/lymph node-specific ICAM-3-grabbing non-integrin) (L-SIGN) (CD antigen CD299)	CLEC4M CD209L CD209L1 CD299	Homo sapiens (Human)	399
Q9H2X6	reviewed	HIPK2_HUMAN	Homeodomain-interacting protein kinase 2 (hHIPk2) (EC 2.7.11.1)	HIPK2	Homo sapiens (Human)	1198
Q9H2X9	reviewed	S12A5_HUMAN	Solute carrier family 12 member 5 (Electroneutral potassium-chloride cotransporter 2) (K-Cl cotransporter 2) (hKCC2) (Neuronal K-Cl cotransporter)	SLC12A5 KCC2 KIAA1176	Homo sapiens (Human)	1139
Q9H313	reviewed	TTYH1_HUMAN	Protein tweety homolog 1 (hTTY1) (Volume-regulated anion channel subunit TTYH1)	TTYH1	Homo sapiens (Human)	450
Q9H334	reviewed	FOXP1_HUMAN	Forkhead box protein P1 (Mac-1-regulated forkhead) (MFH)	FOXP1 HSPC215	Homo sapiens (Human)	677
Q9H361	reviewed	PABP3_HUMAN	Polyadenylate-binding protein 3 (PABP-3) (Poly(A)-binding protein 3) (Testis-specific poly(A)-binding protein)	PABPC3 PABP3 PABPL3	Homo sapiens (Human)	631
Q9H3D4	reviewed	P63_HUMAN	Tumor protein 63 (p63) (Chronic ulcerative stomatitis protein) (CUSP) (Keratinocyte transcription factor KET) (Transformation-related protein 63) (TP63) (Tumor protein p73-like) (p73L) (p40) (p51)	TP63 KET P63 P73H P73L TP73L	Homo sapiens (Human)	680
Q9H3F6	reviewed	BACD3_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 (hBACURD3) (BTB/POZ domain-containing protein KCTD10) (Potassium channel tetramerization domain-containing protein 10)	KCTD10 ULR061 MSTP028	Homo sapiens (Human)	313
Q9H3H3	reviewed	CK068_HUMAN	UPF0696 protein C11orf68 (Basophilic leukemia-expressed protein Bles03) (Protein p5326)	C11orf68 BLES03	Homo sapiens (Human)	292
Q9H3H5	reviewed	GPT_HUMAN	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase)	DPAGT1 DPAGT2	Homo sapiens (Human)	408
Q9H3J6	reviewed	MTRFR_HUMAN	Mitochondrial translation release factor in rescue	MTRFR C12orf65 My030	Homo sapiens (Human)	166
Q9H3L0	reviewed	MMAD_HUMAN	Cobalamin trafficking protein CblD (CblD) (Methylmalonic aciduria and homocystinuria type D protein, mitochondrial)	MMADHC C2orf25 CL25022 HSPC161 My011	Homo sapiens (Human)	296
Q9H3M7	reviewed	TXNIP_HUMAN	Thioredoxin-interacting protein (Thioredoxin-binding protein 2) (Vitamin D3 up-regulated protein 1)	TXNIP VDUP1	Homo sapiens (Human)	391
Q9H3M9	reviewed	ATX3L_HUMAN	Ataxin-3-like protein (EC 3.4.19.12) (Machado-Joseph disease protein 1-like)	ATXN3L ATX3L MJDL	Homo sapiens (Human)	355
Q9H3N1	reviewed	TMX1_HUMAN	Thioredoxin-related transmembrane protein 1 (Protein disulfide-isomerase TMX1) (EC 5.3.4.1) (Thioredoxin domain-containing protein 1) (Transmembrane Trx-related protein)	TMX1 TMX TXNDC TXNDC1 PSEC0085 UNQ235/PRO268	Homo sapiens (Human)	280
Q9H3N8	reviewed	HRH4_HUMAN	Histamine H4 receptor (H4R) (HH4R) (AXOR35) (G-protein coupled receptor 105) (GPRv53) (Pfi-013) (SP9144)	HRH4 GPCR105	Homo sapiens (Human)	390
Q9H3P2	reviewed	NELFA_HUMAN	Negative elongation factor A (NELF-A) (Wolf-Hirschhorn syndrome candidate 2 protein)	NELFA WHSC2 P/OKcl.15	Homo sapiens (Human)	528
Q9H3P7	reviewed	GCP60_HUMAN	Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi complex-associated protein 1) (GOCAP1) (Golgi phosphoprotein 1) (GOLPH1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7) [Cleaved into: Golgi resident protein GCP60, N-terminally processed]	ACBD3 GCP60 GOCAP1 GOLPH1	Homo sapiens (Human)	528
Q9H3R0	reviewed	KDM4C_HUMAN	Lysine-specific demethylase 4C (EC 1.14.11.66) (Gene amplified in squamous cell carcinoma 1 protein) (GASC-1 protein) (JmjC domain-containing histone demethylation protein 3C) (Jumonji domain-containing protein 2C) ([histone H3]-trimethyl-L-lysine(9) demethylase 4C)	KDM4C GASC1 JHDM3C JMJD2C KIAA0780	Homo sapiens (Human)	1056
Q9H3R5	reviewed	CENPH_HUMAN	Centromere protein H (CENP-H) (Interphase centromere complex protein 35)	CENPH ICEN35	Homo sapiens (Human)	247
Q9H3S4	reviewed	TPK1_HUMAN	Thiamine pyrophosphokinase 1 (hTPK1) (EC 2.7.6.-) (Placental protein 20) (PP20) (Thiamin pyrophosphokinase 1)	TPK1	Homo sapiens (Human)	243
Q9H3S7	reviewed	PTN23_HUMAN	Tyrosine-protein phosphatase non-receptor type 23 (EC 3.1.3.48) (His domain-containing protein tyrosine phosphatase) (HD-PTP) (Protein tyrosine phosphatase TD14) (PTP-TD14)	PTPN23 KIAA1471	Homo sapiens (Human)	1636
Q9H3U1	reviewed	UN45A_HUMAN	Protein unc-45 homolog A (Unc-45A) (GCUNC-45) (Smooth muscle cell-associated protein 1) (SMAP-1)	UNC45A SMAP1	Homo sapiens (Human)	944
Q9H3Z4	reviewed	DNJC5_HUMAN	DnaJ homolog subfamily C member 5 (Ceroid-lipofuscinosis neuronal protein 4) (Cysteine string protein) (CSP)	DNAJC5 CLN4	Homo sapiens (Human)	198
Q9H410	reviewed	DSN1_HUMAN	Kinetochore-associated protein DSN1 homolog	DSN1 C20orf172 MIS13	Homo sapiens (Human)	356
Q9H422	reviewed	HIPK3_HUMAN	Homeodomain-interacting protein kinase 3 (EC 2.7.11.1) (Androgen receptor-interacting nuclear protein kinase) (ANPK) (Fas-interacting serine/threonine-protein kinase) (FIST) (Homolog of protein kinase YAK1)	HIPK3 DYRK6 FIST3 PKY	Homo sapiens (Human)	1215
Q9H444	reviewed	CHM4B_HUMAN	Charged multivesicular body protein 4b (Chromatin-modifying protein 4b) (CHMP4b) (SNF7 homolog associated with Alix 1) (SNF7-2) (hSnf7-2) (Vacuolar protein sorting-associated protein 32-2) (Vps32-2) (hVps32-2)	CHMP4B C20orf178 SHAX1	Homo sapiens (Human)	224
Q9H461	reviewed	FZD8_HUMAN	Frizzled-8 (Fz-8) (hFz8)	FZD8	Homo sapiens (Human)	694
Q9H477	reviewed	RBSK_HUMAN	Ribokinase (RK) (EC 2.7.1.15)	RBKS RBSK	Homo sapiens (Human)	322
Q9H479	reviewed	FN3K_HUMAN	Fructosamine-3-kinase (EC 2.7.1.171) (Protein-psicosamine 3-kinase FN3K) (Protein-ribulosamine 3-kinase FN3K) (EC 2.7.1.172)	FN3K	Homo sapiens (Human)	309
Q9H488	reviewed	OFUT1_HUMAN	GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1) (O-FucT-1)	POFUT1 FUT12 KIAA0180	Homo sapiens (Human)	388
Q9H490	reviewed	PIGU_HUMAN	Phosphatidylinositol glycan anchor biosynthesis class U protein (Cell division cycle protein 91-like 1) (Protein CDC91-like 1) (GPI transamidase component PIG-U)	PIGU CDC91L1 PSEC0205 UNQ3055/PRO9875	Homo sapiens (Human)	435
Q9H492	reviewed	MLP3A_HUMAN	Microtubule-associated protein 1 light chain 3 alpha (Autophagy-related protein LC3 A) (Autophagy-related ubiquitin-like modifier LC3 A) (MAP1 light chain 3-like protein 1) (Microtubule-associated proteins 1A/1B light chain 3A) (MAP1A/MAP1B LC3 A) (MAP1A/MAP1B light chain 3 A)	MAP1LC3A	Homo sapiens (Human)	121
